"ets","arima","rw","rwd","wn","theta","nn"
1.56360891268128,1.56697353154854,7.70351756069527,4.20351756070722,15.4203986919904,6.01723637507961,2.48958544140971
0.922968652813968,1.69838789635849,1.69838789635849,0.612344272004945,1.77251660467647,1.09599986299162,0.280191992177032
0.375188663718856,0.375220240713794,0.375220240713794,1.30806695768897,0.469786986501142,0.815401984789752,2.3309283179031
1.49841087341278,0.867911680178441,0.867911680178441,0.883985577541748,3.42080981794339,0.449538589279292,1.77427025388903
1.40093205191037,1.43647038111436,1.40107026271043,1.61896846570701,1.53953361040495,1.15771778480072,3.0486569007077
0.707309212742937,3.14174561422146,0.707309212742937,3.14174561422146,4.01650880149527,1.67997189220628,0.782181196468852
0.311574451609903,0.311611504814875,0.311611504814875,1.7352604445905,2.21580274520968,0.887945424298389,0.281085769824038
1.20457505652522,8.3526314526849,1.20463721996087,4.02626569558666,9.14999178426506,2.26619281183997,1.37382550410411
2.3522106353678,2.35207535212056,2.35207535212056,1.20470912007463,3.51142535095809,1.86606306749867,2.072322952074
10.0587003529612,8.95908560367177,6.11216720606435,8.95908560367177,5.64312574640732,7.50172960022415,6.31616238712498
7.76812394559776,1.18121886798827,2.88107627081728,1.18121886798827,10.7415441515919,1.57475070267169,15.6477565708283
4.94177894066507,1.92114584369134,10.3703193127409,6.87031931275781,18.4368843579846,8.67077455300263,3.35513726421306
2.36636420463913,2.30412352145272,1.42346951931542,2.30412352145272,8.64264469925047,1.07806558706125,0.966591207187483
3.31251077703391,3.3124304890651,0.942120488438277,0.142024805983447,3.3124304890651,1.01317093300478,2.01936948362012
1.95025779216198,1.68785402071364,5.18785402070929,1.68785402071364,12.2913034861876,3.57712398038576,3.25329897539241
1.92405476282294,2.84193052761259,1.92405395340558,2.84193052761259,5.0289874808656,2.34851172422239,2.45426726203666
3.46531909634696,1.05935625550141,1.06949081372624,3.58173725380466,5.55219359357328,2.430405624118,1.19228018749567
4.96611509192196,7.2308254993934,4.84000921258361,7.2308254993934,1.27211912130118,5.6824548003644,1.5077767033886
3.10455811662679,2.76085229774248,1.39433767873909,2.76085229774248,6.46930761935622,1.46565200266448,1.34307791765237
