const,tang,mbtr,logsale,profit,debtratio
1,0.15283128157004788,1.0452749582016991,6.0465609754050638,0.087747343499826741,0.4806140585431839
1,0.59341052029731278,1.6479297693920334,3.939774349958971,0.18836954450161997,0.49789297924783343
1,0.24067336207541057,2.8577454083285567,5.7573106032737202,0.24105132869805035,0.085132111450482648
1,0.37908270249138143,0.68596065678643781,4.9424421027798688,0.10643458790915875,0.72337394030063396
1,0.2246337281795511,0.81535653054862833,3.644352688730462,0.10099750623441396,0.87229293138309538
1,0.28268554088517289,2.0006900280853537,5.6873549453037615,0.10290430534482574,0.25224938130668834
1,0.16413259925070048,0.85672303466297262,7.444631617090927,0.075884283600415575,0.6502922069346464
1,0.64726938646911958,1.0547737748842334,6.0075470279380259,0.10247048575717702,0.82784745109788982
1,0.10341835613521184,0.87605558085321844,6.4276948492155395,-0.049203576711953259,0.96586875990381904
1,0.12944697377846981,2.0706479749211102,6.0694065883875661,0.14460620341371286,0.29379814083432826
1,0.10986147399386509,1.4878636888943237,6.8502098490846635,0.18828203984409581,0.25159485248410357
1,0.22716095207163733,0.88281600395923232,4.1450059903575438,0.10592492924418874,0.69433446620650996
1,0.10519763460939932,3.6674836601307192,2.2168093159726419,0.4122315592903828,0.085797027654902464
1,0.88186163422430253,1.0194852104382937,4.9736185504169796,0.3136930856696124,0.52781013395457188
1,0.44649656055492132,4.1762986447946737,8.968512347997839,0.31245069321947849,0.12396548176081662
1,0.68209558634186529,0.90980372869135295,4.4186839690233617,0.08361229850131327,0.82881142447049383
1,0.098455851510067124,1.2532836094798658,4.9880760708782796,0.12320417365771812,0.25703243890576871
1,0.30317060401806162,0.89657704011517581,5.1795000462036009,0.10322459263137229,0.52647353330945967
1,0.2768205208170903,1.2650914158740056,4.2865476906296731,0.11287618899111181,0.47460682466864657
1,0.19914410600270041,1.004222257820903,3.9709897831919956,0.056525619607753395,0.56260610963617919
1,0.21840968632726759,0.90084259718190196,4.5639522797718097,0.089145365715499539,0.69551821168629058
1,0.36891574353810003,0.77645820745216532,1.5997915353822949,0.049009734810339038,0.27355197422067135
1,0.083183936894944424,16.751667981355325,2.2157191599723838,0.030118321979204016,0.057812002559395788
1,0.07090499378367178,3.2940323249067558,4.7975493286092661,0.19508910070451721,0.13346464741775177
1,0.306794247695033,0.90371793620018692,4.5846204796978807,0.059601355780899111,0.5796942246354353
1,0.13470735987337853,1.2151618896879193,6.3100982620284602,0.050648590991982934,0.6978657133755708
1,0.048782521997247738,1.0363831255236313,6.6102841160106003,0.10701220321248905,0.23100059349568963
1,0.43966074893984042,2.0306008768777399,4.5368592248045942,0.28045712642852011,0.13815073402532585
1,0.10106309540245755,0.79128123705646836,3.2016482792015748,0.12439596852133093,0.32689203925845145
1,0.16227839213621204,0.83579076707038791,3.2210334954220001,0.068018255222046686,0.7990129160978684
1,0.16574673601528503,0.71740717545908073,3.1204247175113093,-0.018363231079503238,0.86562594276733684
1,0.47875519216625984,1.3814364734357898,7.3228333673177728,0.29159550996308942,0.20063223235257546
1,0.40898453357956494,1.0886473449178919,5.4239054192151235,-0.01925939487530547,0.94482086468363813
1,0.37271440004925205,0.99299698331588993,3.3853728313151841,0.23345441113094872,0.47981152254444565
1,0.48435752560075462,3.3312813830080361,6.0257572722653396,0.22855420163572532,0.17167693111612142
1,0.51499317298603087,1.2677764940657494,4.160771923377693,0.08103140426425795,0.20115156787208485
1,0.61129664262178285,1.712922009974174,8.0762977774761051,0.18075964021729449,0.31114823498859889
1,0.78487461788900759,0.9403037005740984,2.4292177439274116,0.12259860327559211,0.66116030130831238
1,0.95028987294930312,1.1588416183545083,-3.6888794541139363,-0.33292216602935737,0.2006444251877835
1,0.30954496562689987,1.6538780807183275,4.8011562894998967,0.16314361876256842,0.32293341910582185
1,0.37517164715883083,0.62300153665075519,3.7029549282184826,0.11982606421238476,0.24660032405980017
1,0.19938237221494104,1.7236672673656617,6.9951120963003861,0.13918577981651378,0.30811694221179681
1,0.62839475924840515,2.7988472178416939,9.0688306080504475,0.24728019936406007,0.16392154893405933
1,0.61659767396018139,0.93353029519022268,8.9353770719321766,0.060122215651488273,0.58141272388425613
1,0.014677103718199608,2.7959356653620349,1.5600375621389735,0.064823874755381608,0.089852958738943903
1,0.12043058605728739,1.331072393170539,8.5014385360155647,0.11366591662743313,0.48638111804101458
1,0.35906448560227122,0.63987089360551563,2.9288977853667677,0.1252534811410031,0.25670143932391393
1,0.85644730642374745,0.98404370190042401,2.3452613672744818,0.11296528977540442,0.71264333418124326
1,0.22535972106271179,1.2080243579040417,3.7031767588147608,-0.013848647055934783,0.66014878653603803
1,0.66365377428998495,2.0573734118086695,3.4401616516802962,0.12044562780269058,0.16227430368322765
1,0.14302209736318719,1.8852859141671459,6.8744228756556298,0.13877880294045469,0.27592877762642759
1,0.14539520831507363,1.2872845572047988,5.6911868146697815,0.10702924814782352,0.45774642246368397
1,0.14034825777794366,0.8726414213993765,3.2672087416588385,0.088706817715234879,0.051436148598070879
1,0.082562474112936615,0.96174965483915509,4.0107274183004868,0.00055225735192599747,0.94728606937507587
1,0.16993661546245414,0.85855480443551224,5.8279038987388745,0.049414641687630878,0.89409670356653226
1,0.36230940870211975,1.5887803551506137,9.3961558180243934,0.11891037560431388,0.4976908577876023
1,0.48151697957189304,0.62745484956118092,4.2631304797300258,0.11245795042378456,0.44193186072631974
1,0.67110757605885862,3.2654106184132035,0.50380100882902623,0.10956452575064626,0.18402423615022759
1,0.15095213447026454,2.2990165363554635,2.3314640525444221,-0.13654071430517339,0.36544614290792748
1,0.12394176754490072,0.64103172719360713,3.8983296782961436,0.15903156895323997,0.5867686990866452
1,0.45698326783816512,1.0415708954301675,4.2218285393675492,0.13398087046785795,0.44256460147592719
1,0.58203227767143539,1.2300724161079915,9.1581519402305958,0.11467735936351842,0.49888966405719781
1,0.30079283371111187,5.4540759270369614,5.434826197201442,0.15929700263896068,0.076355012820872953
1,0.47794117647058826,0.45745798319327735,-1.2140231401794375,0.13340336134453781,0.21814006888633755
1,0.19035575788231326,0.79611364019558251,2.1681389964411228,0.062046872365537006,0.95007147773600886
1,0.59614059269469333,1.5938479669193659,2.253289801269168,0.53370089593383874,0.94488050063619022
1,0.6685675559522628,0.88017364210387117,8.2154933271962527,0.050811597077589338,0.72386032619347351
1,0.17517241379310344,2.0337068965517244,1.6498118065723737,0.29172413793103447,0.14225764062566232
1,0.39363771335182474,1.2096458618665622,5.4672370176517999,0.19571972792247402,0.37750767108299044
1,0.73883791291570189,1.0998955944192892,8.6784613390123599,0.11564609236947239,0.5560455877246594
1,0.31422860367031175,0.79605577366213709,7.8338909896254707,0.078007081758621921,0.61851417733725866
1,0.36252427386107561,0.92886720250890475,5.0685771047045147,0.12401217068029119,0.60979042087713831
1,0.095074517142284293,1.2608279422575686,9.0870760917074378,0.1316514068034485,0.56511877583995584
1,0.066311743394892639,1.3068613590174072,6.6302835695788227,0.11801714235221349,0.42433104007843275
1,0.32847182997664792,1.748993626653403,6.1387416579920684,0.18861227965165783,0.28539667448128014
1,0.39167066996785044,1.4562681072392005,8.5693111456783448,0.15112154022393851,0.34144020687132709
1,0.10131332082551595,1.3644465290806755,1.8589507187683783,-0.17698561601000623,0.62381116076544052
1,0.067278287461773709,2.8198267074413867,0.4916428043492167,-0.19367991845056065,0.28992318120198823
1,0.004642857142857143,2.1244842857142858,0.089840703999789537,0.076071428571428568,0.076825367366466751
1,0.78621213301144766,1.1076342379876958,4.1160571291277508,-0.084479401915738661,0.6030140142821887
1,0.28193429558559752,1.3688650399065836,4.9743515970190089,0.14637229291312043,0.13761292407676529
1,0.25771130091253058,1.4309860477409302,7.3485624340875733,0.14929682283552193,0.27836588106091414
1,0.79412496003978261,1.0215518772422123,5.7468323855267123,0.12568820374382836,0.607770698053124
1,0.33368138798626718,0.87593661507104492,4.8427608730491869,0.034231871225347286,0.70198643919092896
1,0.24894134977640955,3.4600412663894571,8.9712817196340851,0.29262631092901187,0.13697319940236363
1,0.34877863865825925,1.0867249764233806,5.6002351290264718,0.11275356423010781,0.45425487229748418
1,0.81651734248341101,1.0351195501211841,4.3236424699081137,0.15975418243874986,0.73881973790223121
1,0.025901472828847132,3.6194768918232607,2.1733871545223638,0.38894531911291685,0.014967084107996867
1,0.26171413571334823,1.2114450715316971,2.7819819672563759,0.20868880430502693,0.42535211267605633
1,0.48516434815486681,0.95594965320462888,6.2955832942703838,0.15236475806968139,0.610580777860387
1,0.10126902788244159,2.4784415975885454,5.8067721821680252,0.22369856819894499,0.1516985051500627
1,0,0.63217427733556764,1.3807791804317806,-0.44281524926686217,0.16832339297548046
1,0.21260404280618311,2.4526952041220769,1.1951338556587316,0.039080459770114942,0.10759273773260185
1,0.36367397600330992,6.7434836574265624,1.2694796065280556,0.25734381464625572,0.030001840603718018
1,0.57345052509633065,0.86234165260533402,2.4095543139912881,0.13068224746266402,0.16854063841593411
1,0.74651457541191379,0.9769267128904795,-1.1425641761972924,-0.022366360993066426,0.35738494044118529
1,0.4655652151335633,1.6260564111662608,4.1443244945271216,0.14832380597951439,0.33144495710403143
1,0.66098393728788929,0.95255456107506475,8.1296238937840251,0.084015763513109187,0.66320652240245082
1,0.22328114363512591,1.7069911504424777,3.9245640369224568,0.14889040163376446,0.12782095813875585
1,0.62471339158455719,1.0374217016793705,2.584978203512216,0.25004647704034205,0.91088434211977221
1,0.62483188318282878,1.1110394422638818,4.178348644051364,0.10478137951856833,0.54661685783436809
1,0.051672227195052489,1.6865591179103263,2.8633430855082453,-0.0071608755797868007,0.21166522926982248
1,0.67561848958333337,1.1739257812499999,3.8884267915729596,0.15968424479166668,0.88166541885034522
1,0.66251442052186083,1.2238324238142766,4.5162078161399011,-0.026818930094494924,0.86527564475983687
1,0.13120047178504293,2.736938373078766,4.7284934020200904,0.1925915004975858,0.08024684915503319
1,0.38556380810563567,1.1194572980140678,9.9438113109573898,0.14018555728006915,0.69862145613206694
1,0.38247245611830261,0.63539441162917354,2.9631574276218124,0.075321519835784015,0.41701005439261579
1,0.51072426783327263,1.229075525580265,3.654908934542783,0.18061125288613442,0.5348493743241155
1,0.33764625276694421,0.97255191314430278,6.1013878872316587,0.071966902076525771,0.63564585004226914
1,0.24107393757195758,1.5530973091818829,7.9504449781000863,-0.018407871765918071,0.98550790907869967
1,0.56796401904873894,1.1859026985713446,3.809569371803037,0.18572520430360395,0.69401550809108847
